project,package,class,method,time_green
zyq001,edu.bupt.zyq,FactorialTrailingZeroes,trailingZeroes.(I)I,68
zyq001,edu.bupt.zyq,MinStack,push.(I)V,71
zyq001,edu.bupt.zyq,PascalsTriangle,generate.(I)Ljava/util/List;,69
zyq001,edu.bupt.zyq,PascalsTriangle,getRow.(I)Ljava/util/List;,76
nefiga,fastpace.com.appme.action,Action,setActionChanngeDrawable.(I)V,38
KenyStev,ChessChaturanga.Logica,Board,getPieceAt.(II)Ljava/lang/Object;,27
KenyStev,ChessChaturanga.Logica.Pieces,Advisor,validMovement.(II)Z,26
KenyStev,ChessChaturanga.Logica.Pieces,Elephant,validMovement.(II)Z,27
KenyStev,ChessChaturanga.Logica.Pieces,Horse,validMovement.(II)Z,27
KenyStev,ChessChaturanga.Logica.Pieces,King,validMovement.(II)Z,29
KenyStev,ChessChaturanga.Logica.Pieces,Pawn,validMovement.(II)Z,28
KenyStev,ChessChaturanga.Logica.Pieces,Tower,validMovement.(II)Z,27
KenyStev,Zero.Studio.Gato,Gato,setX.(II)V,34
KenyStev,Zero.Studio.Gato,Gato,set0.(II)V,33
KenyStev,-,BinaryStdOut,writeByte.(I)V,32
KenyStev,-,Picture,get.(II)Ljava/awt/Color;,34
KenyStev,com.ZeroStudio.Algorimos.week1,QuickUnionUF,root.(I)I,28
KenyStev,com.ZeroStudio.Algorimos.week1,QuickUnionUF,connected.(II)Z,28
KenyStev,com.ZeroStudio.Algorimos.week1,QuickUnionUF,union.(II)V,28
KenyStev,com.ZeroStudio.Algorimos.week1,WeightedQuickUnionUF,root.(I)I,29
KenyStev,com.ZeroStudio.Algorimos.week1,WeightedQuickUnionUF,connected.(II)Z,30
KenyStev,com.ZeroStudio.Algorimos.week1,WeightedQuickUnionUF,union.(II)V,28
KenyStev,examen1labprg2,Empresa,search.(I)Ljava/lang/Object;,26
KenyStev,examen1labprg2,Empresa,payEmploye.(I)Z,28
KenyStev,examen1labprg2,Empresa,extendsContract.(I)Z,27
KenyStev,LabProgra2,Residencial,numeroDisponible.(I)Z,27
KenyStev,LabProgra2,Residencial,InformacionCasa.(I)Z,27
KenyStev,-,PalindromoAir,firstAvailable.(I)I,28
KenyStev,-,PalindromoAir,printPassengers.(I)V,27
KenyStev,-,PalindromoAir,income.(I)D,27
KenyStev,-,PalindromoAir,reset.(I)V,28
bitcrystal,de.bitcrystal.decentralizedexchange.security,BitCrystalKeyGenerator,getByteSizeHash.(I)I,32
bitcrystal,de.bitcrystal.decentralizedexchange.security,BitCrystalKeyGenerator,getByteSizeKey.(I)I,32
bitcrystal,de.bitcrystal.decentralizedexchange.security,BitCrystalKeyGenerator,getPasswordIterations.(I)I,31
clear2zero,com.ksy.media.player,BaseMediaPlayer,notifyOnBufferingUpdate.(I)V,27
clear2zero,com.ksy.media.player,BaseMediaPlayer,notifyOnVideoSizeChanged.(IIII)V,38
clear2zero,com.ksy.media.player,BaseMediaPlayer,notifyOnError.(II)Z,28
clear2zero,com.ksy.media.player,BaseMediaPlayer,notifyOnInfo.(II)Z,30
clear2zero,com.ksy.media.data,MediaPlayerUtils,isFullScreenMode.(I)Z,31
clear2zero,com.ksy.media.data,MediaPlayerUtils,isWindowMode.(I)Z,27
clear2zero,com.ksy.media.widget,CenterLayout,onMeasure.(II)V,27
clear2zero,com.ksy.media.widget,MediaPlayerBaseControllerView,show.(I)V,26
clear2zero,com.ksy.media.widget,MediaPlayerBufferingView,setBufferingProgress.(I)V,29
clear2zero,com.ksy.media.widget,MediaPlayerControllerVolumeView,setVolume.(I)V,28
clear2zero,com.ksy.media.widget,MediaPlayerLockView,show.(I)V,27
clear2zero,com.ksy.media.widget,MediaPlayerMovieRatioView,show.(I)V,27
clear2zero,com.ksy.media.widget,MediaPlayerView,requestPlayMode.(I)Z,27
clear2zero,com.ksy.media.widget,MediaPlayerView,convertAngle2Orientation.(I)I,28
clear2zero,com.ksy.media.widget,MediaPlayerView,doScreenOrientationRotate.(I)V,26
eungju,cylon.creole,CreoleMarkupBuilder,charAt.(I)C,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,AgentsTableModel,getColumnName.(I)Ljava/lang/Object;,26
srivathsarao,com.vertexnet.realestate.model.tablemodel,AgentsTableModel,getColumnClass.(I)Ljava/lang/Object;,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,AgentsTableModel,isCellEditable.(II)Z,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,AgentsTableModel,getValueAt.(II)Ljava/lang/Object;,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,CustomersTableModel,getColumnName.(I)Ljava/lang/Object;,26
srivathsarao,com.vertexnet.realestate.model.tablemodel,CustomersTableModel,getColumnClass.(I)Ljava/lang/Object;,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,CustomersTableModel,getValueAt.(II)Ljava/lang/Object;,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,EmployeesTableModel,getColumnName.(I)Ljava/lang/Object;,26
srivathsarao,com.vertexnet.realestate.model.tablemodel,EmployeesTableModel,isCellEditable.(II)Z,27
srivathsarao,com.vertexnet.realestate.model.tablemodel,EmployeesTableModel,getColumnClass.(I)Ljava/lang/Object;,34
srivathsarao,com.vertexnet.realestate.model.tablemodel,EmployeesTableModel,getValueAt.(II)Ljava/lang/Object;,27
srivathsarao,com.vertexnet.realestate.model.tablemodel,InstallmentsTableModel,getColumnName.(I)Ljava/lang/Object;,26
srivathsarao,com.vertexnet.realestate.model.tablemodel,InstallmentsTableModel,isCellEditable.(II)Z,26
srivathsarao,com.vertexnet.realestate.model.tablemodel,InstallmentsTableModel,getColumnClass.(I)Ljava/lang/Object;,26
srivathsarao,com.vertexnet.realestate.model.tablemodel,InstallmentsTableModel,getValueAt.(II)Ljava/lang/Object;,27
srivathsarao,com.vertexnet.realestate.model.tablemodel,LayoutsTableModel,getColumnName.(I)Ljava/lang/Object;,26
srivathsarao,com.vertexnet.realestate.model.tablemodel,LayoutsTableModel,getColumnClass.(I)Ljava/lang/Object;,27
srivathsarao,com.vertexnet.realestate.model.tablemodel,LayoutsTableModel,isCellEditable.(II)Z,27
srivathsarao,com.vertexnet.realestate.model.tablemodel,LayoutsTableModel,getValueAt.(II)Ljava/lang/Object;,26
srivathsarao,com.vertexnet.realestate.model.tablemodel,PaymentPlansTableModel,getColumnName.(I)Ljava/lang/Object;,37
srivathsarao,com.vertexnet.realestate.model.tablemodel,PaymentPlansTableModel,getColumnClass.(I)Ljava/lang/Object;,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,PaymentPlansTableModel,isCellEditable.(II)Z,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,PaymentPlansTableModel,getValueAt.(II)Ljava/lang/Object;,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitePaymentTableModel,getColumnName.(I)Ljava/lang/Object;,27
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitePaymentTableModel,getColumnClass.(I)Ljava/lang/Object;,27
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitePaymentTableModel,isCellEditable.(II)Z,27
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitePaymentTableModel,getValueAt.(II)Ljava/lang/Object;,27
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitesTableModel,getColumnName.(I)Ljava/lang/Object;,27
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitesTableModel,getColumnClass.(I)Ljava/lang/Object;,31
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitesTableModel,isCellEditable.(II)Z,41
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitesTableModel,getValueAt.(II)Ljava/lang/Object;,27
endangh,p9.c,ArraysMatakuliah,deleteByIndeks.(I)V,28
endangh,p9.c,ArraysMatakuliah,get.(I)Ljava/lang/Object;,26
compgen-io,io.compgen.common,TallyCounts,incr.(I)V,29
compgen-io,io.compgen.common,TallyCounts,incrementKey.(I)V,31
compgen-io,io.compgen.common,TallyCounts,getCount.(I)J,28
compgen-io,io.compgen.common.io,PeekableInputStream,peek.(I)[B,39
stickfigure,unsuck.lang,DateUtil,birthFloor.(I)Ljava/lang/Object;,28
stickfigure,unsuck.lang,DateUtil,calculateDaysAgoJoinedFloor.(I)Ljava/lang/Object;,28
stickfigure,unsuck.security,BCrypt,gensalt.(I)Ljava/lang/String;,340
sheryanresutov,GameBackEnd,Game,setLock.(I)V,36
sheryanresutov,GameBackEnd,Game,block.(I)Ljava/lang/Object;,31
sheryanresutov,GameBackEnd,Game,onSubmit.(IIII)Ljava/lang/Object;,28
sheryanresutov,GameBackEnd,Game,returnScore.(II)Ljava/lang/Object;,29
sheryanresutov,GameBackEnd,Game,dropPlayerFromSB.(I)Ljava/lang/Object;,28
sheryanresutov,GameBackEnd,Game,addPlayerToSB.(I)Ljava/lang/Object;,28
sheryanresutov,GameBackEnd,Game,leave.(I)V,27
sheryanresutov,GameBackEnd,Game,findPlayer.(I)Ljava/lang/Object;,29
sheryanresutov,GameBackEnd,Game,disconnectPlayer.(I)V,26
sheryanresutov,GameBackEnd,GameBoard,processSubmit.(III)I,28
sheryanresutov,GameBackEnd,GameBoard,addCards.(I)V,39
sheryanresutov,GameBackEnd,GameBoard,checkSet.(III)Z,28
sheryanresutov,GameBackEnd,GameBoard,removeSet.(III)V,29
sheryanresutov,GameBackEnd,GameLobby,createGame.(I)Ljava/lang/Object;,28
sheryanresutov,GameBackEnd,GameLobby,joinGame.(II)V,33
sheryanresutov,GameBackEnd,GameLobby,findGame.(I)Ljava/lang/Object;,27
sheryanresutov,GameBackEnd,GameLobby,findPlayer.(I)Ljava/lang/Object;,27
sheryanresutov,GameBackEnd,GameLobby,delPlayer.(I)V,28
sheryanresutov,gui,Card,getID.(I)I,119
sheryanresutov,gui,CardGrid,removeCard.(II)V,31
sheryanresutov,gui,CardGrid,animateRemoveCard.(I)V,27
sheryanresutov,gui,CardGrid,removeCard.(I)V,31
sheryanresutov,gui,CardGrid,setGameID.(I)V,26
sheryanresutov,gui,GamePanel,blockTimer.(I)V,28
sheryanresutov,gui,GamePanel,setTimer.(I)V,27
sheryanresutov,gui,GamePanel,setGameID.(I)V,28
sheryanresutov,gui,GamePanel,addCard.(I)V,27
sheryanresutov,gui,GamePanel,removePlayer.(I)V,26
sheryanresutov,gui,GamePanel,increaseScore.(I)V,26
sheryanresutov,gui,GamePanel,decreaseScore.(I)V,26
ricardocaldeira,controle,Con_Lote_Ezeq,setIdLote.(I)V,26
zhangruoxu,VC.CodeGen,Emitter,emitILOAD.(I)V,30
zhangruoxu,VC.CodeGen,Emitter,emitFLOAD.(I)V,28
zhangruoxu,VC.CodeGen,Emitter,emitALOAD.(I)V,29
zhangruoxu,VC.CodeGen,Emitter,emitASTORE.(I)V,29
zhangruoxu,VC.CodeGen,Emitter,emitICONST.(I)V,61
zhangruoxu,VC.CodeGen,Frame,push.(I)V,28
zhangruoxu,VC.CodeGen,Frame,pop.(I)V,28
zhangruoxu,VC.Scanner,SourceFile,inspectChar.(I)C,28
zhangruoxu,VC.TreeDrawer,LayoutVisitor,offset.(IIIIII)I,168
martincameron,ibxm,Data,sByte.(I)B,30
martincameron,ibxm,Data,uByte.(I)I,41
martincameron,ibxm,Data,ubeShort.(I)I,29
martincameron,ibxm,Data,uleShort.(I)I,29
martincameron,ibxm,Data,uleInt.(I)I,31
martincameron,ibxm,Data,load.(II)V,28
martincameron,ibxm,Envelope,calculateAmpl.(I)I,27
martincameron,ibxm,Sample,normaliseSampleIdx.(I)I,62
martincameron,micromod,Channel,updateSampleIdx.(II)V,28
martincameron,micromod,Channel,row.(IIII)V,27
martincameron,micromod,Channel,volumeSlide.(I)V,28
martincameron,micromod,Channel,waveform.(II)I,27
martincameron,micromod,Instrument,setVolume.(I)V,34
martincameron,micromod,Instrument,setFineTune.(I)V,35
martincameron,micromod,Instrument,normalizeSampleIdx.(I)I,28
martincameron,micromod,Macro,transpose.(III)I,28
martincameron,micromod,Macro,divide.(III)I,29
martincameron,micromod,Macro,sqrt.(I)I,29
martincameron,micromod,Note,periodToKey.(I)I,222
martincameron,micromod,Note,transpose.(II)I,118
martincameron,micromod,Note,keyToString.(I)Ljava/lang/String;,39
martincameron,micromod.compiler,AudioData,setSamplingRate.(I)V,28
martincameron,micromod.compiler,AudioData,scale.(I)Lmicromod/compiler/AudioData;,40
martincameron,micromod.compiler,AudioData,resample.(II)Lmicromod/compiler/AudioData;,28
martincameron,micromod.compiler,Note,setRepeat.(I)V,29
formychar,com.example.shahab123.seng301,page2,calculateTime.(I)V,29
allen-dolph,com.allendolph.f1results,NavigationDrawerFragment,selectItem.(I)V,29
isince,com.ndsince.dictsv.Adapter,CustomAdapter,getItem.(I)Ljava/lang/Object;,26
isince,com.ndsince.dictsv.Adapter,CustomAdapter,upDateFavoriteslist.(I)V,27
isince,com.ndsince.dictsv.Adapter,CustomAdapter,getItemId.(I)J,27
isince,com.ndsince.dictsv.Adapter,CustomAdapter,menuListDialogAction.(II)V,27
bowser123467,com.dwarfscraft.musicbox,MusicThread,nextSong.(I)V,28
bmzhao,-,UtopianTree,UtopiaTree.(I)I,28
ey-,com.aje.logic16.app.GameLogic,Conjunction,getLiteral.(I)Ljava/lang/Object;,29
ey-,com.aje.logic16.app.GameLogic,GameLogic,buttonClicked.(I)V,28
ey-,com.aje.logic16.app.GameLogic,GameLogic,updatePlayerAssignment.(I)V,33
ey-,com.aje.logic16.app.serverApi,api,getScore.(I)Ljava/lang/Object;,28
ey-,com.aje.logic16.app.serverApi,api,getHighScore.(I)Ljava/lang/Object;,28
SalesforceEng,com.salesforce.keystone.roadrunner.nio.streams,ByteBufferOutputStream,write.(I)V,26
mithunkumarnallu,SchedulingAlgos,ProcessInfo,DecrementProcessBurstTime.(I)I,39
mithunkumarnallu,SchedulingAlgos,ProcessInfo,WaitForIO.(I)V,25
mithunkumarnallu,SchedulingAlgos,ProcessInfo,UpdateReadyQueueInsertTime.(I)V,26
mithunkumarnallu,SchedulingAlgos,ProcessInfo,UpdateReadyQueueWaitTime.(I)V,26
Notze,io.github.notze.redstoneswords,Events,toLevel.(II)I,49
swapneshgandhi,com.cloudwick.training.logging,Calculator,calulate.(II)I,27
swapneshgandhi,com.cloudwick.training.patterns,UserFactory,getObject.(I)Ljava/lang/Object;,27
xujiabin,com.zol.backserver.service,QueryReferTimeService,queryTime.(I)Ljava/lang/Object;,26
xujiabin,com.zol.backserver.util.date,DateConvertUtil,getWeekCnFn.(I)Ljava/lang/Object;,33
xujiabin,com.zol.backserver.util.date,DateConvertUtil,getWeekCnSn.(I)Ljava/lang/Object;,31
zlim,jnt.scimark2,FFT,log2.(I)I,93
zlim,jnt.scimark2,MonteCarlo,num_flops.(I)D,29
zlim,jnt.scimark2,MonteCarlo,integrate.(I)D,30
zlim,jnt.scimark2,Random,initialize.(I)V,46
harithan81,com.lm.service,BookService,findOne.(I)Ljava/lang/Object;,28
harithan81,com.lm.service,BookService,borrowBook.(I)Ljava/lang/Object;,28
harithan81,com.lm.service,BookService,placeHoldOnBook.(I)Ljava/lang/Object;,28
harithan81,com.lm.service,UserActivityService,findOne.(I)Ljava/lang/Object;,27
harithan81,com.lm.service,UserActivityService,renewBook.(I)Ljava/lang/Object;,27
harithan81,com.lm.service,UserActivityService,returnBook.(I)Ljava/lang/Object;,28
alkatena,aviones.modelo,ScoreMax,esMayorElPuntaje.(I)Z,27
alkatena,aviones.modelo,ScoreMax,actualizarPuntaje.(I)V,30
sarvex,com.sarvex.snow,PlaybackOverlayFragment,updatePlaybackRow.(I)V,28
DunnR,-,BinaryTree,search.(I)Z,33
DunnR,-,BinaryTree,add.(I)V,27
divinebooger,-,Calculator,add.(II)I,27
divinebooger,-,Calculator,multiply.(II)I,29
divinebooger,-,Calculator,printHistory.(I)V,29
divinebooger,-,SortedComparableList,get.(I)Ljava/lang/Comparable;,27
divinebooger,-,ExceptionDemo,printPositiveNumber.(I)V,28
divinebooger,-,ArrayList61B,get.(I)Ljava/lang/Object;,28
divinebooger,-,GenericList,get.(I)Ljava/lang/Object;,29
divinebooger,-,ObjectList,get.(I)Ljava/lang/Object;,29
divinebooger,huglife,HugLife,simulate.(I)V,29
divinebooger,huglife,HugLife,simulate.(II)V,28
divinebooger,huglife,HugLifeUtils,randomInt.(II)I,27
divinebooger,huglife,HugLifeUtils,randomInt.(I)I,28
divinebooger,huglife,StdDraw,setCanvasSize.(II)V,85
divinebooger,huglife,StdDraw,setPenColor.(III)V,87
divinebooger,huglife,StdDraw,show.(I)V,92
divinebooger,huglife,StdDraw,isKeyPressed.(I)Z,86
divinebooger,-,Board,getPos.(I)Ljava/lang/Object;,26
divinebooger,-,Board,drawBoard.(II)V,180
divinebooger,-,Board,function.(I)I,29
divinebooger,-,Board,occupy.(II)V,27
divinebooger,-,Board,unoccupy.(II)V,27
divinebooger,-,Piece,move.(II)V,29
divinebooger,-,StdDrawDemo,drawBoard.(I)V,30
divinebooger,-,StdDrawPlus,setCanvasSize.(II)V,87
divinebooger,-,StdDrawPlus,setPenColor.(III)V,87
divinebooger,-,StdDrawPlus,show.(I)V,85
divinebooger,-,StdDrawPlus,isKeyPressed.(I)Z,85
divinebooger,ngordnet,NGramMap,getRecord.(I)Ljava/lang/Object;,28
clhernandez,cl.usach.lab1.db.DAO.finanzas,ClienteDAO,eliminarCliente.(I)Z,27
clhernandez,cl.usach.lab1.db.DAO.finanzas,ClienteDAO,getClienteById.(I)Ljava/lang/Object;,28
clhernandez,cl.usach.lab1.db.DAO.rrhh,CargoDAO,eliminarCargo.(I)Z,28
clhernandez,cl.usach.lab1.db.DAO.rrhh,CargoDAO,getCargoById.(I)Ljava/lang/Object;,27
clhernandez,cl.usach.lab1.db.DAO.rrhh,DepartamentoDAO,eliminarDepartamento.(I)Z,28
clhernandez,cl.usach.lab1.db.DAO.rrhh,DepartamentoDAO,getDepartamentoById.(I)Ljava/lang/Object;,36
clhernandez,cl.usach.lab1.db.DAO.rrhh,TrabajadorDAO,eliminarTrabajador.(I)Z,36
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,eliminarCliente.(I)Z,27
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,getClienteById.(I)Ljava/lang/Object;,28
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,eliminarProducto.(I)Z,28
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,getProductoById.(I)Ljava/lang/Object;,28
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,eliminarOrdenProducto.(I)Z,28
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,getOrdenProductoById.(I)Ljava/lang/Object;,28
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,eliminarOrden.(I)Z,28
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,getOrdenById.(I)Ljava/lang/Object;,29
clhernandez,cl.usach.lab1.rrhh.rmi.client,ClienteRrhhRMI,eliminarTrabajador.(I)Z,27
clhernandez,cl.usach.lab1.rrhh.rmi.client,ClienteRrhhRMI,eliminarCargo.(I)Z,28
clhernandez,cl.usach.lab1.rrhh.rmi.client,ClienteRrhhRMI,getCargoById.(I)Ljava/lang/Object;,27
clhernandez,cl.usach.lab1.rrhh.rmi.client,ClienteRrhhRMI,eliminarDepartamento.(I)Z,28
clhernandez,cl.usach.lab1.rrhh.rmi.client,ClienteRrhhRMI,getDepartamentoById.(I)Ljava/lang/Object;,28
PrudhviRaju123,akron.zippy.app,HomeScreen21,displayView.(I)V,28
flypigrmvb,kankan.wheel.widget.adapters,ArrayWheelAdapter,getItemText.(I)Ljava/lang/Object;,29
flypigrmvb,kankan.wheel.widget.adapters,NumericWheelAdapter,getItemText.(I)Ljava/lang/Object;,28
parthtejani,com.parthtejani.listminer,ListMiner,factorize.(I)Ljava/lang/Object;,28
harrydet,com.example.harry.wakeup,MainScreen,onListItemSelected.(I)V,27
harrydet,com.example.harry.wakeup.adapters,ListTaskListAdapter,getItem.(I)Ljava/lang/Object;,26
harrydet,com.example.harry.wakeup.adapters,ListTaskListAdapter,getItemId.(I)J,26
harrydet,com.example.harry.wakeup.adapters,ListTaskListAdapter,deleteItem.(I)V,27
jglewis93,com.example.jon.restroomradar,SchemaContract,getLatitude.(I)D,28
jglewis93,com.example.jon.restroomradar,SchemaContract,getLongitude.(I)D,28
jglewis93,com.example.jon.restroomradar,SchemaContract,getTitle.(I)Ljava/lang/Object;,28
jglewis93,com.example.jon.restroomradar,SchemaContract,getDescription.(I)Ljava/lang/Object;,28
jalpan-randeri,model,Dataset,getPoint.(I)Ljava/lang/Object;,27
AlecinVan,storm.ingress.kafka,StaticPartitionConnections,getConsumer.(I)Ljava/lang/Object;,28
AlecinVan,storm.ingress.tools,SlidingWindowCounter,slotAfter.(I)I,28
AlecinVan,storm.ingress.tools,SlotBasedCounter,wipeSlot.(I)V,28
tkleisas,org.teacake.monolith.apk,HighScoreTable,isHighScore.(I)Z,27
tkleisas,org.teacake.monolith.apk,HighScoreTable,getHighScore.(I)Ljava/lang/Object;,26
tkleisas,org.teacake.monolith.apk,LinearInterpolator,getValue.(I)F,41
tkleisas,org.teacake.monolith.apk,SoundPoolManager,stopSound.(I)V,26
tkleisas,org.teacake.monolith.apk,SoundPoolManager,playSound.(I)V,28
tkleisas,org.teacake.monolith.apk,SoundPoolManager,startMusic.(I)V,26
tkleisas,org.teacake.monolith.apk,SoundPoolManager,stopMusic.(I)V,26
tkleisas,org.teacake.monolith.apk,SoundPoolManager,pauseMusic.(I)V,26
tkleisas,org.teacake.monolith.apk,SoundPoolManager,resumeMusic.(I)V,26
clrung,-,Graph,getVertex.(I)Ljava/lang/Object;,30
clrung,-,Heap,exchange.(II)V,26
clrung,-,Heap,heapifyUp.(I)V,28
clrung,-,Heap,heapifyDown.(I)V,27
clrung,-,Heap,parent.(I)I,26
clrung,-,Heap,right.(I)I,26
clrung,-,Heap,left.(I)I,26
eevans,SevenZip.Compression.LZ,InWindow,GetIndexByte.(I)B,27
eevans,SevenZip.Compression.LZ,InWindow,GetMatchLen.(III)I,29
eevans,SevenZip.Compression.LZ,InWindow,ReduceOffsets.(I)V,26
eevans,SevenZip.Compression.LZ,OutWindow,CopyBlock.(II)V,37
eevans,SevenZip.Compression.LZ,OutWindow,GetByte.(I)B,29
eevans,SevenZip.Compression.LZMA,Base,StateUpdateChar.(I)I,32
eevans,SevenZip.Compression.LZMA,Base,StateUpdateMatch.(I)I,29
eevans,SevenZip.Compression.LZMA,Base,StateUpdateRep.(I)I,27
eevans,SevenZip.Compression.LZMA,Base,StateUpdateShortRep.(I)I,27
eevans,SevenZip.Compression.LZMA,Base,StateIsCharState.(I)Z,28
eevans,SevenZip.Compression.LZMA,Base,GetLenToPosState.(I)I,30
eevans,SevenZip.Compression.LZMA,Decoder,SetDictionarySize.(I)Z,28
eevans,SevenZip.Compression.LZMA,Decoder,SetLcLpPb.(III)Z,28
eevans,SevenZip.Compression.RangeCoder,Decoder,DecodeDirectBits.(I)I,29
xianc,-,Cell,groupSolve.(IIII)V,143
MikeLydeamore,cofh.gui,GuiTextList,mouseClicked.(IIII)Ljava/lang/Object;,28
MikeLydeamore,cofh.gui,GuiTextList,selectLine.(I)V,28
MikeLydeamore,cofh.gui.client,GuiFriendsList,drawGuiContainerForegroundLayer.(II)V,26
MikeLydeamore,cofh.gui.client,GuiFriendsList,mouseClicked.(III)V,28
MikeLydeamore,cofh.item,ItemBase,getIconFromDamage.(I)Ljava/lang/Object;,28
MikeLydeamore,powercrystals.core.gui.controls,Button,drawForeground.(II)V,26
MikeLydeamore,powercrystals.core.gui.controls,Button,getTextColor.(II)I,28
MikeLydeamore,powercrystals.core.gui.controls,Button,onMousePressed.(III)Z,28
MikeLydeamore,powercrystals.core.gui.controls,ListBox,removeAt.(I)V,26
MikeLydeamore,powercrystals.core.gui.controls,ListBox,drawForeground.(II)V,28
MikeLydeamore,powercrystals.core.gui.controls,ListBox,onMousePressed.(III)Z,28
MikeLydeamore,powercrystals.core.gui.controls,ListBox,onMouseWheel.(III)Z,27
MikeLydeamore,powercrystals.core.gui.controls,ListBox,setSelectedIndex.(I)V,28
MikeLydeamore,powercrystals.core.gui.controls,ListBox,getElement.(I)Ljava/lang/Object;,27
MikeLydeamore,powercrystals.core.gui.controls,ListBox,scrollTo.(I)V,27
MikeLydeamore,powercrystals.core.gui.controls,ListBox,onScroll.(I)V,27
tuanhq,org.thq.business,ContentInfoDAO,getDtoById.(I)Ljava/lang/Object;,28
tuanhq,org.thq.business,ContentInfoDAO,deleteDtoById.(I)Z,30
tliu17,-,DirectedMatrixGraph,addEdge.(II)V,28
tliu17,-,DirectedMatrixGraph,getNeighbors.(I)[I,27
tliu17,-,DirectedMatrixGraph,areNeighbors.(II)Z,27
tliu17,-,ListGraph,addEdge.(II)V,27
tliu17,-,ListGraph,getNeighbors.(I)Ljava/util/List;,28
tliu17,-,ListGraph,areNeighbors.(II)Z,27
tliu17,-,MatrixGraph,addEdge.(II)V,28
tliu17,-,MatrixGraph,getNeighbors.(I)[I,32
tliu17,-,MatrixGraph,areNeighbors.(II)Z,28
tliu17,-,ClosedHashing,getHashAddress.(II)I,33
tliu17,-,ClosedHashing,delete.(II)V,33
tliu17,-,ClosedHashing,lookUp.(I)V,31
tliu17,-,ClosedHashing,insert.(II)V,47
tliu17,-,OpenHashing,printTable.(I)V,35
tliu17,-,OpenHashing,getHashAddress.(II)I,34
tliu17,-,OpenHashing,delete.(II)V,36
tliu17,-,OpenHashing,lookUp.(II)V,36
tliu17,-,OpenHashing,insert.(II)V,37
rails-school,org.railsschool.tiramisu.views.patterns,ReminderSeekbarLabelPattern,_setCurrent.(I)V,30
voodoodyne,org.subethamail.smtp.io,CRLFOutputStream,write.(I)V,29
voodoodyne,org.subethamail.smtp.io,ExtraDotOutputStream,write.(I)V,29
voodoodyne,org.subethamail.smtp.io,ThresholdingOutputStream,write.(I)V,27
voodoodyne,org.subethamail.smtp.io,ThresholdingOutputStream,checkThreshold.(I)V,27
voodoodyne,org.subethamail.smtp.io,ThresholdingOutputStream,thresholdReached.(II)V,26
voodoodyne,org.subethamail.smtp.server,SMTPServer,setPort.(I)V,26
voodoodyne,org.subethamail.smtp.server,SMTPServer,setBacklog.(I)V,27
voodoodyne,org.subethamail.smtp.server,SMTPServer,setMaxConnections.(I)V,28
voodoodyne,org.subethamail.smtp.server,SMTPServer,setConnectionTimeout.(I)V,27
voodoodyne,org.subethamail.smtp.server,SMTPServer,setMaxRecipients.(I)V,27
voodoodyne,org.subethamail.smtp.server,SMTPServer,setMaxMessageSize.(I)V,26
mookie1097,mooklabs.ivdconnect,NavigationDrawerFragment,selectItem.(I)V,28
WyattPearson,ui,DrawPanel,resizeImage.(II)V,100
WyattPearson,ui,DrawPanel,setBounds.(IIII)V,100
WyattPearson,ui,DrawPanel,setSize.(II)V,99
WyattPearson,-,ReversiGame,flipLine.(IIII)V,37
WyattPearson,-,ReversiGame,flip.(II)V,28
WyattPearson,-,HailstoneGUI,record.(II)V,28
WyattPearson,-,HailstoneGenerator,hailstone.(I)I,29
WyattPearson,server,ReversiGame,flip.(II)V,28
WyattPearson,server,ReversiGame,flipLine.(IIII)V,58
WyattPearson,client,GameController,place.(II)V,29
WyattPearson,-,Board,getPos.(I)Ljava/lang/Object;,27
WyattPearson,-,Board,drawBoard.(II)V,55
WyattPearson,-,Board,function.(I)I,29
WyattPearson,-,Board,occupy.(II)V,27
WyattPearson,-,Board,unoccupy.(II)V,27
linsonzhao,video.app.autobahn,ByteBufferOutputStream,expand.(I)V,27
