project,package,class,method,time_green
lorinczpatrik,tema2_TP,Simulator,addClients.(I)V,29
tliu17,-,ListGraph,areNeighbors.(II)Z,28
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,resizeTo.(II)Ljava/lang/Object;,29
twitter,com.twitter.http2,HttpConnection,getPendingWrite.(I)Ljava/lang/Object;,29
immlf,ua.pp.lab101.synthesizercontrol.ftdiconverter,DataConverter,returnClearBitMask.(I)B,27
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,eliminarOrdenProducto.(I)Z,28
MikeLydeamore,cofh.item,ItemBase,getIconFromDamage.(I)Ljava/lang/Object;,28
itot0103,ocha.itolab.koala.applet.koalaview,VectorParettePanel,draw.(I)V,28
pfyuit,com.pfyuit.myalgorithm.datastructure.hash,HashTable,find.(I)Lcom/pfyuit/myalgorithm/datastructure/hash/HashTable$DataItem;,28
beast1944,com.andreikushner.finana.app,NavigationDrawerFragment,selectItem.(I)V,28
tliu17,-,ListGraph,addEdge.(II)V,28
WyattPearson,-,HailstoneGUI,record.(II)V,29
Mandrivia,main,ProblemData,setnX.(I)V,28
daniellebryant,edu.augustana.csc490.individualgame,GamePiece,setOwner.(I)V,28
voodoodyne,org.subethamail.smtp.server,SMTPServer,setMaxMessageSize.(I)V,26
patriciocordova,io.vov.vitamio.widget,CenterLayout,onMeasure.(II)V,28
vdzundza,main,HashMap,get.(I)Ljava/lang/Object;,28
nicolas-legroux,-,GraphBuilder,addPartsOfSize.(II)V,27
harrydet,com.example.harry.wakeup.adapters,ListTaskListAdapter,getItem.(I)Ljava/lang/Object;,26
srivathsarao,com.vertexnet.realestate.model.tablemodel,AgentsTableModel,isCellEditable.(II)Z,27
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,getClienteById.(I)Ljava/lang/Object;,28
shred,org.shredzone.feinrip.gui,JLabelGroup,setMinimumWidth.(I)V,98
jfedor2,org.jfedor.nxtremotecontrol,SquareImageButton,onMeasure.(II)V,27
clear2zero,com.ksy.media.widget,MediaPlayerView,requestPlayMode.(I)Z,27
alexditu,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItemViewType.(I)I,28
phdabel,ufrgs.maslab.abstractsimulator.variables,FireStation,clusteringMain.(I)V,28
bashizip,com.bashizip.andromed,QuotesActivity,displayQuote.(I)V,29
jhonnybsg,br.com.gamezes.presenter,GameStartScreenPresenter,virifyMove.(I)V,28
gpfjeff,com.gpfcomics.android.ppp,Cardset,setLastCard.(I)V,39
clear2zero,com.ksy.media.widget,MediaPlayerControllerVolumeView,setVolume.(I)V,28
pfyuit,com.pfyuit.myalgorithm.datastructure.graph,PriorityQueue,trickleDown.(I)V,28
clear2zero,com.ksy.media.data,MediaPlayerUtils,isWindowMode.(I)Z,28
clhernandez,cl.usach.lab1.db.DAO.rrhh,CargoDAO,getCargoById.(I)Ljava/lang/Object;,28
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getRoundTripTime.(I)I,27
yxsu,com.petuum.ps.thread,SSPRowRequestOpLogMgr,opLogIterInit.(II)Ljava/lang/Object;,27
jglewis93,com.example.jon.restroomradar,SchemaContract,getDescription.(I)Ljava/lang/Object;,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,receiveGuiNetworkData.(II)V,27
divinebooger,huglife,HugLife,simulate.(II)V,29
AxelSilvestre,fr.sedara.pusher.model,Game,timerTask.(II)Ljava/lang/Object;,26
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,scaleToHeight.(I)Ljava/lang/Object;,26
sheryanresutov,gui,Card,getID.(I)I,100
TBtomislav,jxl.biff.drawing,BlipType,getType.(I)Ljxl/biff/drawing/BlipType;,37
TBtomislav,jxl.format,ScriptStyle,getStyle.(I)Ljxl/format/ScriptStyle;,28
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeTireAmount.(I)Z,28
fabiuz7,edu.priceton.cs.graph,GraphGenerator,complete.(I)Ljava/lang/Object;,27
jordanywhite,edu.up.cs301.othello,OthelloState,setTurn.(I)V,28
CaptainSpam,net.exclaimindustries.drivelapse,DriveLapse,switchButtonStates.(I)V,28
markcwal,com.codepath.apps.basictwitter,TimelineActivity,customLoadMoreDataFromApi.(I)V,28
sheryanresutov,gui,GamePanel,addCard.(I)V,26
Mandrivia,main,ProblemData,setNbBalloon.(I)V,26
DHIS2,org.dhis2.mobile.utils.date.expiryday,SixMonthlyAprilExpiryDayValidator,monthOfYear.(I)I,29
stickfigure,unsuck.lang,DateUtil,birthFloor.(I)Ljava/lang/Object;,28
alero,org.hrodberaht.i18n.formatter,NumberFormatter,validatePosition.(IIII)Z,29
tliu17,-,OpenHashing,insert.(II)V,39
mathewreny,edu.unl.cse,Compiler,returnBinaryNumber.(II)Ljava/lang/Object;,44
tliu17,-,ListGraph,getNeighbors.(I)Ljava/util/List;,28
divinebooger,huglife,StdDraw,isKeyPressed.(I)Z,87
igorgatis,com.googlecode.compress_j2me.lzc,LZCStream,readCode.(I)I,28
luizrogeriocn,-,ListaDeCantinas,adicionarReferencia.(II)V,27
tkleisas,org.teacake.monolith.apk,SoundPoolManager,startMusic.(I)V,26
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,scaleToWidth.(I)Ljava/lang/Object;,26
frigidrain,scheduler,TaskGroup,setValue.(I)V,26
KenyStev,Zero.Studio.Gato,Gato,setX.(II)V,33
WyattPearson,-,Board,getPos.(I)Ljava/lang/Object;,26
igrief15,-,Player,move.(I)I,29
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeEngineAmount.(I)Z,28
twitter,com.twitter.http2,HttpHeaderBlockEncoder,setDecoderMaxHeaderTableSize.(I)V,28
ahielg,hebrewDate,CalendarUtils,hebrewLeapYear.(I)Z,28
voodoodyne,org.subethamail.smtp.io,ThresholdingOutputStream,write.(I)V,26
bradfordkyle11,com.kmbapps.classscheduler,SortByDialogFragment,newInstance.(I)Ljava/lang/Object;,26
caseyjames,FinalProject,PriorityQueueHEAP,percolateDown.(I)V,29
yxsu,com.petuum.ps.server,Server,addClientBgPair.(II)V,28
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,indexOf.(I)I,27
jalpan-randeri,model,Dataset,getPoint.(I)Ljava/lang/Object;,30
KenyStev,com.ZeroStudio.Algorimos.week1,WeightedQuickUnionUF,connected.(II)Z,29
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,getRotation.(I)I,29
sheryanresutov,GameBackEnd,GameBoard,removeSet.(III)V,29
roma,com.rakuten.rit.roma.romac4j.connection,RomaSocketPool,init.(IIII)V,29
cyanskies,au.edu.deakin.ice.meltdown,SoundManager,load.(I)I,38
nemui,deep.dark.lonebrewer,LBWFCompanionConfigActivity,startColourPicking.(I)V,27
nutgaard,no.utgdev.nfpa,DiamondSettingsPanel,selectByState.(II)V,28
mtudora,com.application.timmy.ui,OfficeMapView,measure.(I)I,28
clhernandez,cl.usach.lab1.db.DAO.finanzas,ClienteDAO,eliminarCliente.(I)Z,28
hpu-spring87,com.hpuvoice.XlistView,XListViewHeader,setState.(I)V,28
jn222na,com.example.DAL,CRUD,getTask.(I)Ljava/lang/Object;,28
zhangruoxu,VC.Scanner,SourceFile,inspectChar.(I)C,28
tkleisas,org.teacake.monolith.apk,SoundPoolManager,stopMusic.(I)V,26
spiritistz,com.wordpress.hifilmtheapp,MainActivity,getOutputMediaFile.(I)Ljava/lang/Object;,27
uqbar-project,com.uqbar.commons.descriptor,ClassForDescription,method2.(I)Ljava/lang/Object;,26
shred,org.shredzone.feinrip.gui,NoListSelectionModel,addSelectionInterval.(II)V,27
tliu17,-,ClosedHashing,getHashAddress.(II)I,32
divinebooger,huglife,HugLife,simulate.(I)V,29
twitter,com.twitter.http2,HttpConnection,isRemoteSideClosed.(I)Z,27
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitePaymentTableModel,isCellEditable.(II)Z,26
sheryanresutov,gui,CardGrid,removeCard.(I)V,27
bradfordkyle11,com.kmbapps.classscheduler,AddClassSectionActivity,to12HourFormat.(II)Ljava/lang/Object;,50
AdaptiveSystem,com.movie.worth.dao,Ratings,getRatingsOfOneMovie.(I)Ljava/lang/Object;,27
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample10listactivity.controller,CartoonAdapter,getItemId.(I)J,26
clear2zero,com.ksy.media.data,MediaPlayerUtils,isFullScreenMode.(I)Z,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitePaymentTableModel,getColumnClass.(I)Ljava/lang/Object;,26
pfyuit,com.pfyuit.myalgorithm.datastructure.hash,HashTable,hashFunc1.(I)I,26
gpfjeff,com.gpfcomics.android.ppp,Cardset,calculateCardWdith.(II)I,26
tliu17,-,OpenHashing,delete.(II)V,38
sheryanresutov,gui,GamePanel,removePlayer.(I)V,27
zhangruoxu,VC.CodeGen,Frame,pop.(I)V,28
TBtomislav,jxl.biff,Fonts,getFont.(I)Ljava/lang/Object;,29
harithan81,com.lm.service,BookService,borrowBook.(I)Ljava/lang/Object;,35
DunnR,-,BinaryTree,search.(I)Z,31
clhernandez,cl.usach.lab1.db.DAO.rrhh,DepartamentoDAO,eliminarDepartamento.(I)Z,28
PunchApp,com.android.volley.toolbox,ByteArrayPool,getBuf.(I)[B,28
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getExternalSheetIndex.(I)I,28
alexditu,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItemId.(I)J,26
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeWheelAmount.(I)Z,27
nikit-cpp,player,CustomPlayer,play.(I)Z,27
linsonzhao,video.app.autobahn,WebSocketOptions,setMaxFramePayloadSize.(I)V,27
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingPreferenceActivity,findViewById.(I)Ljava/lang/Object;,28
lorinczpatrik,tema2_TP,Simulator,setVal.(I)V,26
TBtomislav,jxl.write.biff,WritableWorkbookImpl,removeSheet.(I)V,29
sheryanresutov,gui,GamePanel,decreaseScore.(I)V,26
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,getChild.(II)Ljava/lang/Object;,26
hpu-spring87,com.hpuvoice.fragment,ChatFragment,dotsItem.(I)Ljava/lang/Object;,26
yxsu,com.petuum.ps.common.util,VectorClock,tick.(I)I,28
immlf,ua.pp.lab101.synthesizercontrol.ftdiconverter,DataConverter,returnSetBitMask.(I)B,27
sheryanresutov,gui,GamePanel,increaseScore.(I)V,26
igorgatis,com.googlecode.compress_j2me.lzc,LZCOutputStream,compress.(I)V,27
Jumping-alien-W-and-M,jumpingalien.model,World,getProperYWindow.(I)I,27
tuanhq,org.thq.business,ContentInfoDAO,deleteDtoById.(I)Z,29
mtudora,com.application.timmy.ui,OfficeMapView,onSizeChanged.(IIII)V,28
GugleGH,ru.nosov.SMSreader.db.adapters,AdapterPSTv1,getItemId.(I)J,26
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,touchDown.(IIII)Z,26
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitePaymentTableModel,getColumnName.(I)Ljava/lang/Object;,27
fbrass,de.spqr.inventorychangeapp,PartServer,changeEngineAmount.(I)Z,27
clrung,-,Heap,right.(I)I,26
netixx,fr.enst.infsi351.notedown.fragment,SideBySidePdfRendererFragment,showPage.(II)V,26
kinneyyan,com.yanshi.my36kr.activity,MainActivity,selectItem.(I)V,28
martincameron,micromod,Instrument,setVolume.(I)V,34
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,scaleToWidth.(I)Ljava/lang/Object;,36
clrung,-,Heap,left.(I)I,27
clrung,-,Graph,getVertex.(I)Ljava/lang/Object;,30
twitter,com.twitter.http2,HttpConnection,getReceiveWindowSizeLowerBound.(I)I,28
TBtomislav,jxl.format,BorderLineStyle,getStyle.(I)Ljxl/format/BorderLineStyle;,31
sheryanresutov,GameBackEnd,Game,disconnectPlayer.(I)V,27
sheryanresutov,GameBackEnd,Game,block.(I)Ljava/lang/Object;,27
voodoodyne,org.subethamail.smtp.server,SMTPServer,setMaxConnections.(I)V,29
alexditu,ro.pub.cs.systems.pdsd.lab05.sample09baseadapter.controller,CartoonAdapter,getItem.(I)Ljava/lang/Object;,27
IMORALESNW,com.nubware.healthyapp,ApplicationStep2,onExit.(I)V,27
isince,com.ndsince.dictsv.Adapter,CustomAdapter,getItemId.(I)J,27
voodoodyne,org.subethamail.smtp.server,SMTPServer,setPort.(I)V,27
eevans,SevenZip.Compression.LZ,InWindow,GetIndexByte.(I)B,28
alexditu,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItemId.(I)J,27
Trololoshe4ki,-,Proba3,deleteVertex.(I)V,28
yxsu,com.petuum.ps.server,CallBackSubs,unsubscribe.(I)Z,28
zlim,jnt.scimark2,MonteCarlo,num_flops.(I)D,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,LayoutsTableModel,getValueAt.(II)Ljava/lang/Object;,27
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingMapActivity,setBehindContentView.(I)V,27
fabiuz7,edu.umd.cloud9.util,ArrayListOfShorts,remove.(I)S,28
yojek,com.sflow.jmx,SFlowAgent,dsIndex.(I)V,31
mathewreny,com.unl.cse,Compiler,returnBinaryNumber.(II)Ljava/lang/Object;,31
sheryanresutov,GameBackEnd,GameLobby,createGame.(I)Ljava/lang/Object;,30
abraxasson,at.abraxas.amarino.plugins.compass,EditActivity,getRate.(I)I,28
stefanil,org.devel.jfxcontrols.scene.control.skin.animation,VelocityTracker,computeCurrentVelocity.(I)V,29
harithan81,com.lm.service,BookService,findOne.(I)Ljava/lang/Object;,27
sephiroth74,it.sephiroth.android.library.overlaymenu,OverMenuView,createMenuOverlay.(I)V,28
NanodegreeStudent,com.danilaeremin.nicecoffee.Adapters,ProductCellAdapter,getProduct.(I)Ljava/lang/Object;,27
fabiuz7,edu.umd.cloud9.util,ArrayListOfShorts,ensureCapacity.(I)V,28
alkatena,aviones.modelo,ScoreMax,esMayorElPuntaje.(I)Z,27
Mandrivia,main,ProblemData,setNbTarget.(I)V,27
TBtomislav,jxl.biff.formula,CellReference3d,adjustRelativeCellReferences.(II)V,37
lydiaSidhom,Engine,Shifter,shift.(I)V,30
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,getAugmentedEnergy.(I)I,27
martincameron,ibxm,Sample,normaliseSampleIdx.(I)I,66
xujiabin,com.zol.backserver.util.date,DateConvertUtil,getWeekCnSn.(I)Ljava/lang/Object;,30
DShamaev,com.hikimori911.mylastfmclient.appinterface,MainMenuAdapter,getItemViewType.(I)I,27
PunchApp,com.android.volley.mock,MockHttpClient,setErrorCode.(I)V,28
yojek,com.sflow.jmx,SFlowAgent,pad.(I)I,26
KenyStev,LabProgra2,Residencial,InformacionCasa.(I)Z,28
martincameron,micromod.compiler,AudioData,setSamplingRate.(I)V,27
di-ruan,shared,RDSWrapper,getCustomerRegisterId.(I)Ljava/lang/Object;,28
clear2zero,com.ksy.media.widget,MediaPlayerView,convertAngle2Orientation.(I)I,28
pfyuit,com.pfyuit.myalgorithm.datastructure.graph,PriorityQueue,trickleUp.(I)V,29
clhernandez,cl.usach.lab1.db.DAO.rrhh,TrabajadorDAO,eliminarTrabajador.(I)Z,28
bhargavchippada,clickr,LoginPage,updateSharedPref.(I)V,27
sheryanresutov,GameBackEnd,Game,addPlayerToSB.(I)Ljava/lang/Object;,28
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,damageDropped.(I)I,26
fabiuz7,edu.priceton.cs.graph,DigraphGenerator,rootedInTree.(I)Ljava/lang/Object;,26
abraxasson,at.abraxas.amarino.plugins.accelerometer,EditActivity,getRate.(I)I,29
Mandrivia,main,ProblemData,isCovered.(I)I,30
clear2zero,com.ksy.media.player,BaseMediaPlayer,notifyOnBufferingUpdate.(I)V,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,rotateDirectlyTo.(I)V,26
asutoshpalai,server,HTTPServer,runServer.(I)V,32
frigidrain,scheduler,TaskGroup,setDifficulty.(I)V,26
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,getDirection.(I)Ljava/lang/Object;,26
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,scaleToHeight.(I)Ljava/lang/Object;,26
Jumping-alien-W-and-M,jumpingalien.model,World,setXWindow.(I)V,26
RomanStoyko,com.storoman.app,MainActivity,delayedHide.(I)V,26
Kevin-unipe,data.br,Data,setMes.(I)V,29
The-WUUSTER,markov,monteCarlo,indexLookup.(I)I,28
aurora-lzzp,student,ClassMgr,searchClassbyNum.(I)Ljava/lang/Object;,33
igorgatis,com.googlecode.compress_j2me.lzc,LZCOutputStream,writeCode.(II)V,28
TBtomislav,jxl.format,Colour,getInternalColour.(I)Ljava/lang/Object;,27
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,writeBits.(II)V,33
isince,com.ndsince.dictsv.Adapter,CustomAdapter,menuListDialogAction.(II)V,26
nicolas-legroux,-,GraphBuilder,getPresentParts.(II)Ljava/lang/Object;,26
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingActivity,setContentView.(I)V,26
neureal,org.noo4j.daemon,BtcDaemon,startListening.(III)V,26
RedingG,com.reding.qrcard,WelcomeActivity,onPageScrollStateChanged.(I)V,27
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,getProductoById.(I)Ljava/lang/Object;,27
NanodegreeStudent,com.danilaeremin.nicecoffee.Adapters,SubcategoryAdapter,getCategory.(I)Ljava/lang/Object;,27
hpu-spring87,com.hpuvoice.app,ChatActivity,isDeletePng.(I)Z,28
TBtomislav,jxl.format,UnderlineStyle,getStyle.(I)Ljxl/format/UnderlineStyle;,36
jeremux,serveur,GraphImpl,aRecu.(I)Z,29
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,getIcon.(II)Ljava/lang/Object;,28
alkatena,aviones.modelo,ScoreMax,actualizarPuntaje.(I)V,27
Mandrivia,main,ProblemData,setnZ.(I)V,27
lerichard95,-,RandTreeGenInt,randTreeN.(III)Ljava/lang/Object;,29
frontiertsymbal,com.frontier.giphy.utils,CircularViewPagerHandler,handleScrollState.(I)V,28
flypigrmvb,kankan.wheel.widget.adapters,ArrayWheelAdapter,getItemText.(I)Ljava/lang/Object;,29
tliu17,-,MatrixGraph,getNeighbors.(I)[I,28
fbrass,de.spqr.inventorychangeapp,PartServer,changeFronWindowAmount.(I)Z,28
hpu-spring87,com.hpuvoice.app,ChatActivity,dotsItem.(I)Ljava/lang/Object;,27
double0291,com.android.volley.toolbox,PoolingByteArrayOutputStream,write.(I)V,26
butlersrepos,dungeonDigger.entities.templates,ZombieTemplate,newMovement.(I)I,29
Jumping-alien-W-and-M,jumpingalien.model,World,setWindowHeight.(I)V,26
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getDownloadBandwidth.(I)I,26
dcapwell,com.github.dcapwell.java.file.operations,NIOChmod,convertToPermissionsSet.(I)Ljava/lang/Object;,28
harrydet,com.example.harry.wakeup.adapters,ListTaskListAdapter,getItemId.(I)J,27
igrief15,-,Board,drawBoard.(II)V,54
Tyrtle,trevorwarner.individualgame,UpgradesShop,increasePrice.(II)I,27
divinebooger,ngordnet,NGramMap,getRecord.(I)Ljava/lang/Object;,28
twitter,com.twitter.http2,HttpConnection,updateReceiveWindowSize.(II)I,29
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,eliminarCliente.(I)Z,36
chanueting,be.ac.ulg.montefiore.run.jahmm.learn,BaumWelchLearner,setNbIterations.(I)V,27
sarvex,com.sarvex.snow,PlaybackOverlayFragment,updatePlaybackRow.(I)V,28
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,resizeTo.(II)Ljava/lang/Object;,29
TBtomislav,jxl.write.biff,RowRecord,removeCell.(I)V,28
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,getChildrenCount.(I)I,28
sheryanresutov,GameBackEnd,Game,setLock.(I)V,28
sheryanresutov,GameBackEnd,Game,leave.(I)V,26
stefanil,com.jsyn.examples,DualOscilloscope,startAudio.(I)V,27
vcsupser,io.netty.example.portunification,PortUnificationServerHandler,isGzip.(II)Z,29
sivang,org.kde.necessitas.origo,QtActivity,onCreateDialog.(I)Ljava/lang/Object;,28
lerichard95,-,RandTreeGenInt,exhaustTree.(II)Ljava/lang/Object;,52
clear2zero,com.ksy.media.player,BaseMediaPlayer,notifyOnError.(II)Z,28
Mandrivia,main,ProblemData,setTargetCovered.(II)V,26
KenyStev,-,PalindromoAir,firstAvailable.(I)I,29
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,isChildSelectable.(II)Z,32
clear2zero,com.ksy.media.widget,MediaPlayerLockView,show.(I)V,26
tliu17,-,DirectedMatrixGraph,addEdge.(II)V,27
ParthoShuvo,com.apppreview.shuvojit.androiddatabase.databases,StudentDatabase,getStudentInfoList.(I)Ljava/lang/Object;,28
eevans,SevenZip.Compression.LZ,InWindow,GetMatchLen.(III)I,28
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,eliminarProducto.(I)Z,28
yanxch,fizz.buzz.whizz.fizzbuzz,FizzBuzzGame,askNumber.(I)Ljava/lang/Object;,26
allen-dolph,com.allendolph.f1results,NavigationDrawerFragment,selectItem.(I)V,28
nwtgck,jp.dip.nwtgck.bindable.component,Arrangement,get.(I)Ljava/lang/Object;,28
asleepcat,org.eclipse.wb.swt,SWTResourceManager,getColor.(I)Ljava/lang/Object;,28
SvenDub,nl.svendubbeld.car.activity,CarActivity,onConnectionSuspended.(I)V,26
WyattPearson,server,ReversiGame,flip.(II)V,27
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitePaymentTableModel,getValueAt.(II)Ljava/lang/Object;,27
di-ruan,shared,RDSWrapper,getCustomerConfig.(I)Ljava/lang/Object;,36
zhangruoxu,VC.CodeGen,Emitter,emitFLOAD.(I)V,27
bradfordkyle11,com.kmbapps.classscheduler,AddClassSectionActivity,createSection.(I)Ljava/lang/Object;,27
divinebooger,-,ExceptionDemo,printPositiveNumber.(I)V,28
GugleGH,ru.nosov.server.db.tables.logic,UsersDAOImpl,getUsersById.(I)Ljava/lang/Object;,27
caseyjames,FinalProject,PriorityQueueHEAP,swap.(II)V,28
asleepcat,org.eclipse.wb.swt,SWTResourceManager,getColor.(III)Ljava/lang/Object;,25
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,writeLittleEndian.(II)V,30
Mandrivia,main,ProblemData,getTargetIndex.(II)I,27
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,setSide.(II)Z,27
divinebooger,-,Board,drawBoard.(II)V,50
wenjiang,com.zwb.simple.ui,SelectorDrawable,setColors.(II)V,27
sheryanresutov,GameBackEnd,GameBoard,checkSet.(III)Z,27
Mandrivia,main,ProblemData,setnY.(I)V,28
butlersrepos,dungeonDigger.entities.templates,ZombieTemplate,newStr.(I)I,26
n11com,com.n11.tech.endlessadapter.adapter,EndlessAdapter,setHasMoreData.(II)V,29
danielsnipher,br.com.fiap.blind,MapRouteActivity,onInit.(I)V,29
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,resizeTo.(II)Ljava/lang/Object;,28
igorgatis,com.googlecode.compress_j2me.lzc,LZCStream,writeCode.(II)V,27
frigidrain,scheduler,TaskGroup,createChunks.(I)V,28
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getLastExternalSheetName.(I)Ljava/lang/Object;,28
fbrass,de.spqr.inventorychangeapp,PartServer,changeTireAmount.(I)Z,30
mathewreny,edu.unl.cse,Compiler,returnBinaryNumber.(II)Ljava/lang/Object;,32
Ehb-IPG13,be.ehb.ipg13.fastjobs,NavigationDrawerFragment,selectItem.(I)V,28
sheryanresutov,GameBackEnd,GameLobby,findGame.(I)Ljava/lang/Object;,28
kawsar-ahmed,demo,Demo,multiply.(II)I,52
vehicle-history,io.vehiclehistory.adapter,VehicleDataAdapter,getItem.(I)Ljava/lang/Object;,28
fabiuz7,edu.umd.cloud9.util,ArrayListOfFloats,ensureCapacity.(I)V,29
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getSheet.(I)Ljava/lang/Object;,28
caseyjames,assignment2,Library,getInstanceOf.(I)Ljava/lang/Object;,26
halfjew22,net.everythingandroid.timer,TimerActivity,switchTimerInputMethod.(I)V,29
fabiuz7,util,GetData,getIntFromKeyboard.(II)I,100
cyanskies,au.edu.deakin.ice.meltdown,SoundManager,stop.(I)V,27
divinebooger,-,Calculator,add.(II)I,29
ey-,com.aje.logic16.app.GameLogic,GameLogic,updatePlayerAssignment.(I)V,28
zyq001,edu.bupt.zyq,FactorialTrailingZeroes,trailingZeroes.(I)I,55
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,createStackedBlock.(I)Ljava/lang/Object;,26
frigidrain,scheduler,TaskGroup,priority.(I)I,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,CustomersTableModel,getColumnName.(I)Ljava/lang/Object;,33
MikeLydeamore,powercrystals.core.gui.controls,ListBox,removeAt.(I)V,26
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItem.(I)Ljava/lang/Object;,29
fabiuz7,edu.umd.cloud9.util,ArrayListOfFloats,get.(I)F,27
MikeLydeamore,cofh.gui,GuiTextList,mouseClicked.(IIII)Ljava/lang/Object;,28
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample09baseadapter.controller,CartoonAdapter,getItemId.(I)J,26
TBtomislav,jxl.format,Orientation,getOrientation.(I)Ljxl/format/Orientation;,45
divinebooger,-,StdDrawPlus,setCanvasSize.(II)V,87
bitcrystal,de.bitcrystal.decentralizedexchange.security,BitCrystalKeyGenerator,getByteSizeHash.(I)I,32
immlf,ua.pp.lab101.synthesizercontrol.adregisters,ADRegister,isSuitablePositionValue.(I)Z,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,EmployeesTableModel,isCellEditable.(II)Z,27
netixx,fr.enst.infsi351.notedown.fragment,CutPdfRendererFragment,showPage.(II)V,28
eevans,SevenZip.Compression.LZ,OutWindow,CopyBlock.(II)V,37
butterflylove,practice,FourSum,isSame.(IIII)Z,50
PunchApp,com.android.volley.toolbox,PoolingByteArrayOutputStream,expand.(I)V,28
harrisca,com.zephyrus.testapp.carletonenergyapp.app,MainActivity,setCurrentView.(I)V,26
WyattPearson,-,Board,unoccupy.(II)V,27
BoBinLee,com.skhu.service,DocumentService,getCalendarMenu.(II)Ljava/lang/Object;,29
martincameron,ibxm,Data,uleShort.(I)I,29
divinebooger,-,ArrayList61B,get.(I)Ljava/lang/Object;,28
linsonzhao,video.app.autobahn,WebSocketOptions,setSocketConnectTimeout.(I)V,27
martincameron,micromod,Channel,row.(IIII)V,28
TBtomislav,jxl.biff,FormattingRecords,isDate.(I)Z,28
zyq001,edu.bupt.zyq,PascalsTriangle,generate.(I)Ljava/util/List;,65
srivathsarao,com.vertexnet.realestate.model.tablemodel,LayoutsTableModel,getColumnName.(I)Ljava/lang/Object;,28
GugleGH,ru.nosov.SMSreader.db.adapters,AdapterPSTv1,getItemViewType.(I)I,28
n11com,com.n11.tech.endlessadapter.adapter,EndlessAdapter,getItem.(I)Ljava/lang/Object;,28
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,readBits.(I)I,32
harithan81,com.lm.service,UserActivityService,returnBook.(I)Ljava/lang/Object;,28
