project,package,class,method,time_green
TBtomislav,jxl.write.biff,RowRecord,removeCell.(I)V,28
gpfjeff,com.gpfcomics.android.ppp,Cardset,isValidCardNumber.(I)Z,28
sheryanresutov,GameBackEnd,Game,findPlayer.(I)Ljava/lang/Object;,29
gpfjeff,com.gpfcomics.android.ppp,Cardset,calculateCardWdith.(II)I,28
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,eliminarProducto.(I)Z,29
hpu-spring87,com.hpuvoice.fragment,ChatFragment,isDeletePng.(I)Z,29
harithan81,com.lm.service,UserActivityService,findOne.(I)Ljava/lang/Object;,28
double0291,com.dreamland.util.cache,MemoryLruCache,trimToSize.(I)V,30
bhargavchippada,clickr,LoginPage,updateSharedPref.(I)V,27
zhangruoxu,VC.CodeGen,Emitter,emitICONST.(I)V,60
mathewreny,edu.unl.cse,Compiler,returnBinaryNumber.(II)Ljava/lang/Object;,67
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getUploadBandwidth.(I)I,28
KenyStev,LabProgra2,Residencial,numeroDisponible.(I)Z,29
kschlorff16,-,Picture,get.(II)Ljava/awt/Color;,33
dcapwell,com.github.dcapwell.java.file.operations,NIOChmod,convertToPermissionsSet.(I)Ljava/lang/Object;,31
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,resizeTo.(II)Ljava/lang/Object;,40
eevans,SevenZip.Compression.LZMA,Base,StateUpdateRep.(I)I,27
nicolas-legroux,-,GraphBuilder,addPartsOfSize.(II)V,27
itot0103,ocha.itolab.koala.datagen.egotwitter,FeatureProcessor,addAccountClusters.(II)V,27
danielsnipher,br.com.fiap.blind,MapRouteActivity,onInit.(I)V,28
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,remove.(I)I,29
caseyjames,assignment9,PriorityQueueHEAP,swap.(II)V,29
The-WUUSTER,markov,monteCarlo,indexLookup.(I)I,28
dumchikov,com.grumoon.pulllistview,PullListView,canScroll.(I)Z,28
AxelSilvestre,fr.sedara.pusher.model,Game,playerForward.(II)Z,28
Mandrivia,main,ProblemData,setAreaDimension.(III)V,27
TBtomislav,jxl.biff.formula,CellReference3d,adjustRelativeCellReferences.(II)V,30
srivathsarao,com.vertexnet.realestate.model.tablemodel,LayoutsTableModel,getColumnClass.(I)Ljava/lang/Object;,29
Jumping-alien-W-and-M,jumpingalien.model,World,setWindowWidth.(I)V,29
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,getProductoById.(I)Ljava/lang/Object;,30
SalesforceEng,com.salesforce.keystone.roadrunner.nio.streams,ByteBufferOutputStream,write.(I)V,45
tliu17,-,ClosedHashing,getHashAddress.(II)I,34
AdaptiveSystem,com.movie.worth.dao,Ratings,getRatingsOfOneUser.(I)Ljava/lang/Object;,28
liulinru13,mmrx.com.metrolayout,MetroView,onMeasure.(II)V,30
tkleisas,org.teacake.monolith.apk,SoundPoolManager,resumeMusic.(I)V,28
mithunkumarnallu,SchedulingAlgos,ProcessInfo,UpdateReadyQueueInsertTime.(I)V,28
TBtomislav,jxl.biff,FormattingRecords,getNumberFormat.(I)Ljava/lang/Object;,30
Mandrivia,main,ProblemData,setNbTarget.(I)V,27
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingPreferenceActivity,setContentView.(I)V,28
KenyStev,-,PalindromoAir,reset.(I)V,29
shred,org.shredzone.feinrip.dvb.si,CharsetMapper,mapIsoCode.(I)Ljava/nio/charset/Charset;,47
zlim,jnt.scimark2,Random,initialize.(I)V,37
ParthoShuvo,com.apppreview.shuvojit.androiddatabase.databases,StudentDatabase,getStudentInfoList.(I)Ljava/lang/Object;,32
twitter,com.twitter.http2,HttpConnection,updateAllReceiveWindowSizes.(I)V,31
Trololoshe4ki,-,Proba3,deleteVertex.(I)V,30
lerichard95,-,RandTreeGenInt,exhaustTreeN.(III)Ljava/lang/Object;,102
bradfordkyle11,com.kmbapps.classscheduler,NavigationDrawerFragment,selectItem.(I)V,32
n11com,com.n11.tech.endlessadapter.adapter,EndlessAdapter,setHasMoreData.(II)V,34
Tommyatkins,com.tommyatkins.test.reflect,Generic,getGenericType.(I)Ljava/lang/Class;,45
fabiuz7,edu.umd.cloud9.util,ArrayListOfShorts,get.(I)S,30
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,getGroup.(I)Ljava/lang/Object;,29
zyq001,edu.bupt.zyq,CountandSay,countAndSay.(I)Ljava/lang/String;,62
sheryanresutov,GameBackEnd,Game,block.(I)Ljava/lang/Object;,35
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingActivity,setBehindContentView.(I)V,30
raphapacheco,br.com.backapp.finfacil.activity.spinner_adapter,CategoriaSpinnerAdapter,getItem.(I)Ljava/lang/Object;,29
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,scrolled.(I)Z,29
Notze,io.github.notze.redstoneswords,Events,toLevel.(II)I,95
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeFronWindowAmount.(I)Z,40
harrisca,com.zephyrus.testapp.carletonenergyapp.app,MainActivity,setCurrentView.(I)V,42
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,resizeTo.(II)Ljava/lang/Object;,31
clrung,-,Heap,heapifyDown.(I)V,37
tliu17,-,DirectedMatrixGraph,getNeighbors.(I)[I,27
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample10listactivity.controller,CartoonAdapter,getItem.(I)Ljava/lang/Object;,27
srivathsarao,com.vertexnet.realestate.model.tablemodel,CustomersTableModel,getColumnName.(I)Ljava/lang/Object;,27
tliu17,-,MatrixGraph,areNeighbors.(II)Z,27
netixx,fr.enst.infsi351.notedown.util,PdfEngine,prepareRender.(I)Z,28
tliu17,-,MatrixGraph,addEdge.(II)V,27
zhangruoxu,VC.Scanner,SourceFile,inspectChar.(I)C,29
GugleGH,ru.nosov.SMSreader.db.adapters,AdapterPSTv1,getItemViewType.(I)I,29
cyanskies,au.edu.deakin.ice.meltdown,SoundManager,resume.(I)V,29
alexditu,ro.pub.cs.systems.pdsd.lab05.sample10listactivity.controller,CartoonAdapter,getItem.(I)Ljava/lang/Object;,27
kinneyyan,com.yanshi.my36kr.common.view.slidingTab,SlidingTabLayout,scrollToTab.(II)V,29
shred,org.shredzone.feinrip.gui,NoListSelectionModel,addSelectionInterval.(II)V,29
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,scaleToHeight.(I)Ljava/lang/Object;,29
Tyrtle,trevorwarner.individualgame,UpgradesShop,increasePrice.(II)I,29
KenyStev,Zero.Studio.Gato,Gato,setX.(II)V,36
pfyuit,com.pfyuit.myalgorithm.datastructure.tree,Heap,trickleUp.(I)V,35
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingListActivity,findViewById.(I)Ljava/lang/Object;,36
TBtomislav,jxl.format,ScriptStyle,getStyle.(I)Ljxl/format/ScriptStyle;,28
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingActivityHelper,findViewById.(I)Ljava/lang/Object;,29
harithan81,com.lm.service,UserActivityService,returnBook.(I)Ljava/lang/Object;,27
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample09baseadapter.controller,CartoonAdapter,getItemViewType.(I)I,28
gpfjeff,com.gpfcomics.android.ppp,Cardset,fitsMaxCardWidth.(II)Z,28
sarvex,com.sarvex.snow,PlaybackOverlayFragment,updatePlaybackRow.(I)V,28
yxsu,com.petuum.ps.server,CallBackSubs,unsubscribe.(I)Z,28
sheryanresutov,gui,CardGrid,removeCard.(II)V,28
butlersrepos,dungeonDigger.entities.templates,ZombieTemplate,newMovement.(I)I,29
shareme,com.grottworkshop.gwsviewmodel.viewmodel,UserListViewModel,deleteUser.(I)V,27
yxsu,com.petuum.ps.server,Server,findCreateRow.(II)Ljava/lang/Object;,27
divinebooger,-,Calculator,printHistory.(I)V,28
vehicle-history,io.vehiclehistory.adapter,VehicleDataAdapter,getItem.(I)Ljava/lang/Object;,27
swapneshgandhi,com.cloudwick.training.patterns,UserFactory,getObject.(I)Ljava/lang/Object;,27
gpfjeff,com.gpfcomics.android.ppp,Cardset,isValidPasscodeLength.(I)Z,30
KenyStev,ChessChaturanga.Logica.Pieces,Pawn,validMovement.(II)Z,28
bmzhao,-,UtopianTree,UtopiaTree.(I)I,27
alero,org.hrodberaht.i18n.formatter,NumberFormatter,validatePosition.(IIII)Z,29
eevans,SevenZip.Compression.LZMA,Decoder,SetLcLpPb.(III)Z,28
dheerajbsc,-,DepthFirstSearch,addEdge.(II)V,29
harrydet,com.example.harry.wakeup.adapters,ListTaskListAdapter,deleteItem.(I)V,28
eevans,SevenZip.Compression.LZ,InWindow,ReduceOffsets.(I)V,27
alexditu,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,setCheckedItemPosition.(I)V,30
tkleisas,org.teacake.monolith.apk,SoundPoolManager,stopSound.(I)V,26
yitaohu,cs61b_project1,PixImage,boxBlur.(I)Lcs61b_project1/PixImage;,29
Jumping-alien-W-and-M,jumpingalien.model,World,setWindowWidth.(I)V,38
martincameron,micromod,Macro,transpose.(III)I,34
markcwal,com.codepath.apps.basictwitter,TimelineActivity,customLoadMoreDataFromApi.(I)V,32
tliu17,-,OpenHashing,getHashAddress.(II)I,37
clear2zero,com.ksy.media.player,BaseMediaPlayer,notifyOnVideoSizeChanged.(IIII)V,32
TBtomislav,jxl.biff,FormattingRecords,getFormatRecord.(I)Ljava/lang/Object;,29
yitaohu,cs61b_project1,PixImage,getRed.(II)S,31
yanxch,fizz.buzz.whizz.fizzbuzz,FizzBuzzGame,askNumber.(I)Ljava/lang/Object;,29
phdabel,ufrgs.maslab.abstractsimulator.variables,FireStation,clusteringMain.(I)V,31
beast1944,com.andreikushner.finana.app,NavigationDrawerFragment,selectItem.(I)V,31
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,ensureCapacity.(I)V,32
KenyStev,ChessChaturanga.Logica.Pieces,Elephant,validMovement.(II)Z,29
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,readLittleEndian.(I)I,35
yxsu,com.petuum.ps.server,Server,clock.(II)Z,33
tliu17,-,DirectedMatrixGraph,areNeighbors.(II)Z,32
MikeLydeamore,cofh.gui.client,GuiFriendsList,drawGuiContainerForegroundLayer.(II)V,30
alexditu,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItem.(I)Ljava/lang/Object;,30
harithan81,com.lm.service,BookService,findOne.(I)Ljava/lang/Object;,28
linsonzhao,video.app.autobahn,WebSocketOptions,setSocketReceiveTimeout.(I)V,30
srivathsarao,com.vertexnet.realestate.model.tablemodel,PaymentPlansTableModel,isCellEditable.(II)Z,30
wenjiang,com.zwb.simple.ui,SelectorDrawable,changeViewOn.(I)V,28
fabiuz7,edu.priceton.cs.graph,GraphGenerator,complete.(I)Ljava/lang/Object;,28
KenyStev,ChessChaturanga.Logica.Pieces,Advisor,validMovement.(II)Z,29
srivathsarao,com.vertexnet.realestate.model.tablemodel,CustomersTableModel,getValueAt.(II)Ljava/lang/Object;,30
divinebooger,huglife,HugLife,simulate.(II)V,31
sheryanresutov,gui,GamePanel,increaseScore.(I)V,28
netixx,fr.enst.infsi351.notedown.fragment,CutPdfRendererFragment,showPage.(II)V,31
frontiertsymbal,com.frontier.giphy.utils,CircularViewPagerHandler,handleScrollState.(I)V,31
jordanywhite,edu.up.cs301.othello,OthelloState,setTurn.(I)V,41
srivathsarao,com.vertexnet.realestate.model.tablemodel,EmployeesTableModel,getColumnName.(I)Ljava/lang/Object;,27
caseyjames,assignment5,MyLinkedList,remove.(I)Ljava/lang/Object;,29
sheryanresutov,GameBackEnd,Game,leave.(I)V,27
hpu-spring87,com.hpuvoice.XlistView,XListViewHeader,setVisiableHeight.(I)V,28
sheryanresutov,gui,CardGrid,animateRemoveCard.(I)V,30
TBtomislav,jxl.write.biff,RowRecord,insertColumn.(I)V,29
martincameron,ibxm,Data,load.(II)V,30
Mandrivia,main,ProblemData,setnY.(I)V,28
lorinczpatrik,tema2_TP,Simulator,generateClients.(I)Ljava/lang/Object;,30
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,scaleToHeight.(I)Ljava/lang/Object;,27
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getDownloadBandwidth.(I)I,27
clear2zero,com.ksy.media.widget,MediaPlayerControllerVolumeView,setVolume.(I)V,29
shred,org.shredzone.feinrip.gui,NoListSelectionModel,setSelectionInterval.(II)V,29
martincameron,ibxm,Data,uleInt.(I)I,33
tliu17,-,OpenHashing,lookUp.(II)V,37
martincameron,micromod,Channel,volumeSlide.(I)V,30
phil132,de.gistribution.beuth.phil.gistribution_v1,NavigationDrawerFragment,selectItem.(I)V,31
asleepcat,org.eclipse.wb.swt,SWTResourceManager,getColor.(I)Ljava/lang/Object;,29
bradfordkyle11,com.kmbapps.classscheduler,SortByDialogFragment,onSortingKeySelected.(I)V,31
luizrogeriocn,-,ListaDeCantinas,buscarEstoque.(I)I,31
igorgatis,com.googlecode.compress_j2me.lzc,LZCOutputStream,write.(I)V,29
WyattPearson,-,HailstoneGUI,record.(II)V,31
billcchung,tw.billchung.taiwancoffeeprices,MainActivity,onSectionAttached.(I)V,28
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample09baseadapter.controller,CartoonAdapter,getItemId.(I)J,30
netixx,fr.enst.infsi351.notedown.fragment,SideBySidePdfRendererFragment,clearMarkers.(I)V,30
abraxasson,at.abraxas.amarino.example.plugin.compass,MyEditActivity,getRate.(I)I,28
mathewreny,edu.unl.cse,Compiler,returnBinaryNumber.(II)Ljava/lang/Object;,32
EricssonResearch,com.ericsson.research.owr.sdk,MediaStreamHandler,onSendSsrcChanged.(I)V,32
eevans,SevenZip.Compression.LZ,OutWindow,CopyBlock.(II)V,38
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,getGroupId.(I)J,26
gpfjeff,com.gpfcomics.android.ppp,Cardset,setNumberOfRows.(I)V,37
AlecinVan,storm.ingress.kafka,StaticPartitionConnections,getConsumer.(I)Ljava/lang/Object;,29
MikeLydeamore,powercrystals.core.gui.controls,ListBox,setSelectedIndex.(I)V,33
mtudora,com.application.timmy.ui,OfficeMapView,onMeasure.(II)V,26
harithan81,com.lm.service,UserActivityService,renewBook.(I)Ljava/lang/Object;,26
alexditu,ro.pub.cs.systems.pdsd.lab05.sample09baseadapter.controller,CartoonAdapter,getItemId.(I)J,26
xujiabin,com.zol.backserver.util.date,DateConvertUtil,getWeekCnFn.(I)Ljava/lang/Object;,29
naver,com.naver.android.rotatableviewsample,MainActivity,roundOrientation.(II)I,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,receiveGuiNetworkData.(II)V,27
ahielg,hebrewDate,CalendarUtils,getWeekdayOfHebrewDate.(III)I,27
yxsu,com.petuum.ps.thread,SSPRowRequestOpLogMgr,serverAcknowledgeVersion.(II)V,26
yxsu,com.petuum.ps.common.util,VectorClock,addClock.(II)V,27
bradfordkyle11,com.kmbapps.classscheduler,ClassLoader,releaseColor.(II)V,26
isince,com.ndsince.dictsv.Adapter,CustomAdapter,menuListDialogAction.(II)V,26
clear2zero,com.ksy.media.data,MediaPlayerUtils,isFullScreenMode.(I)Z,30
stefanil,org.devel.jfxcontrols.scene.control.skin.animation,VelocityTracker,computeCurrentVelocity.(I)V,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitePaymentTableModel,getColumnClass.(I)Ljava/lang/Object;,26
bradfordkyle11,com.kmbapps.classscheduler,SortByDialogFragment,newInstance.(I)Ljava/lang/Object;,26
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,lastIndexOf.(I)I,27
daniellebryant,edu.augustana.csc490.individualgame,GamePiece,contains.(II)Z,27
yxsu,com.petuum.ps.thread,SSPRowRequestOpLogMgr,cleanVersionOpLogs.(II)V,31
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,indexOf.(I)I,27
divinebooger,-,Board,unoccupy.(II)V,26
sheryanresutov,gui,GamePanel,setTimer.(I)V,28
n11com,com.n11.tech.endlessadapter.adapter,EndlessAdapter,getItem.(I)Ljava/lang/Object;,28
igrief15,-,Player,move.(I)I,29
martincameron,micromod,Note,periodToKey.(I)I,212
itot0103,ocha.itolab.koala.applet.koalaview,VectorParettePanel,draw.(I)V,29
TBtomislav,jxl.biff,FormattingRecords,getDateFormat.(I)Ljava/lang/Object;,29
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingMapActivity,setContentView.(I)V,28
divinebooger,-,Calculator,add.(II)I,29
PunchApp,com.android.volley.mock,MockHttpClient,setErrorCode.(I)V,35
WyattPearson,-,ReversiGame,flipLine.(IIII)V,27
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingPreferenceActivity,setBehindContentView.(I)V,26
Mandrivia,main,ProblemData,setNbTurn.(I)V,26
kinneyyan,com.yanshi.my36kr.activity,MainActivity,selectItem.(I)V,27
mithunkumarnallu,SchedulingAlgos,ProcessInfo,WaitForIO.(I)V,28
Rothens,hu.rothens.qlib.model,Quest,setRequest.(II)V,28
di-ruan,shared,RDSWrapper,getCustomerRegisterId.(I)Ljava/lang/Object;,27
sheryanresutov,GameBackEnd,GameLobby,findPlayer.(I)Ljava/lang/Object;,27
alexditu,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItemId.(I)J,26
Mandrivia,main,ProblemData,getBalloonsCoord.(I)Ljava/lang/Object;,27
vdzundza,main,HashMap,get.(I)Ljava/lang/Object;,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,getAugmentedEnergy.(I)I,26
Mandrivia,main,ProblemData,setCoverageRadius.(I)V,27
fabiuz7,edu.priceton.cs.graph,DigraphGenerator,tournament.(I)Ljava/lang/Object;,28
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getDownloadRetransRate.(I)I,26
yxsu,com.petuum.ps.common.util,VectorClock,getClock.(I)I,28
ahielg,hebrewDate,CalendarUtils,hebrewLeapYear.(I)Z,27
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,getChild.(II)Ljava/lang/Object;,27
KenyStev,examen1labprg2,Empresa,extendsContract.(I)Z,28
AlecinVan,storm.ingress.tools,SlidingWindowCounter,slotAfter.(I)I,27
markatithinkbest,tcnr18.com.finalproject,NavigationDrawerFragment,selectItem.(I)V,27
sivang,org.kde.necessitas.origo,QtActivity,onCreatePanelView.(I)Ljava/lang/Object;,29
gpfjeff,com.gpfcomics.android.ppp,Cardset,setLastCard.(I)V,28
raphapacheco,br.com.backapp.finfacil.activity.spinner_adapter,CategoriaSpinnerAdapter,getItemId.(I)J,29
dcapwell,com.github.dcapwell.java.file.operations,NIOChmod,isSet.(II)Z,29
zhangruoxu,VC.TreeDrawer,LayoutVisitor,offset.(IIIIII)I,181
srivathsarao,com.vertexnet.realestate.model.tablemodel,AgentsTableModel,getColumnClass.(I)Ljava/lang/Object;,30
Freezard,com.example.lab6.dialer,DialerView,playSound.(I)V,31
KenyStev,ChessChaturanga.Logica.Pieces,King,validMovement.(II)Z,31
GugleGH,ru.nosov.server.db.tables.logic,UsersTypesDAOImpl,getUsersTypesById.(I)Ljava/lang/Object;,37
sheryanresutov,GameBackEnd,Game,setLock.(I)V,31
mathewreny,edu.unl.cse,Compiler,returnBinaryNumber.(II)Ljava/lang/Object;,36
hpu-spring87,com.hpuvoice.fragment,ChatFragment,dotsItem.(I)Ljava/lang/Object;,29
asutoshpalai,server,HTTPServer,runServer.(I)V,35
MikeLydeamore,powercrystals.core.gui.controls,Button,drawForeground.(II)V,28
danvo,android.bignerdranch.com.criminalintent,DatePickerFragment,sendResult.(I)V,29
zhangruoxu,VC.CodeGen,Frame,push.(I)V,28
fabiuz7,edu.umd.cloud9.util,ArrayListOfFloats,ensureCapacity.(I)V,29
aatxe,org.tomato.net.server.debug,LimitLinesDocumentListener,setLimitLines.(I)V,103
CMTelecom,com.cmtelecom.example.activities,RegistrationActivity,getCountryISOForCountryCode.(I)Ljava/lang/Object;,36
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,contains.(I)Z,31
WyattPearson,client,GameController,place.(II)V,30
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getCurrentCwnd.(I)I,28
Jumping-alien-W-and-M,jumpingalien.model,World,getProperYWindow.(I)I,30
Ehb-IPG13,be.ehb.ipg13.fastjobs,NavigationDrawerFragment,selectItem.(I)V,30
hpu-spring87,com.hpuvoice.app,ContentActivity,onPageScrollStateChanged.(I)V,28
GugleGH,ru.nosov.SMSreader.db.adapters,AdapterPSTv1,getItem.(I)Ljava/lang/Object;,28
mtudora,com.application.timmy.ui,OfficeMapView,measure.(I)I,29
WyattPearson,-,Board,unoccupy.(II)V,28
yxsu,com.petuum.ps.thread,SSPRowRequestOpLogMgr,opLogIterInit.(II)Ljava/lang/Object;,29
alexditu,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItem.(I)Ljava/lang/Object;,28
swapneshgandhi,com.cloudwick.training.logging,Calculator,calulate.(II)I,28
josinmartinez,Pruebas.LocalSearch,EightQueens,rowLessViolationsByColumn.(I)I,30
fabiuz7,edu.priceton.cs.graph,DigraphGenerator,rootedInTree.(I)Ljava/lang/Object;,28
butlersrepos,dungeonDigger.entities.templates,ZombieTemplate,newStr.(I)I,28
linsonzhao,video.app.autobahn,WebSocketOptions,setMaxFramePayloadSize.(I)V,29
tkleisas,org.teacake.monolith.apk,SoundPoolManager,startMusic.(I)V,28
martincameron,micromod.compiler,Note,setRepeat.(I)V,29
RedingG,com.reding.qrcard,WelcomeActivity,onPageScrollStateChanged.(I)V,29
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,mouseMoved.(II)Z,27
danielsnipher,br.com.fiap.blind,DesambiguaVoz,onInit.(I)V,31
immlf,ua.pp.lab101.synthesizercontrol.adregisters,ADRegister,clearStateByMask.(I)V,27
abraxasson,at.abraxas.amarino.plugins.accelerometer,EditActivity,getRateText.(I)Ljava/lang/Object;,34
divinebooger,huglife,StdDraw,setCanvasSize.(II)V,91
asleepcat,org.eclipse.wb.swt,SWTResourceManager,getCursor.(I)Ljava/lang/Object;,31
divinebooger,huglife,StdDraw,show.(I)V,89
pfyuit,com.pfyuit.myalgorithm.datastructure.tree,Heap,trickleDown.(I)V,27
clhernandez,cl.usach.lab1.db.DAO.rrhh,DepartamentoDAO,getDepartamentoById.(I)Ljava/lang/Object;,28
zlim,jnt.scimark2,MonteCarlo,num_flops.(I)D,29
martincameron,ibxm,Sample,normaliseSampleIdx.(I)I,69
sheryanresutov,GameBackEnd,GameLobby,delPlayer.(I)V,28
AxelSilvestre,fr.sedara.pusher.model,Game,timerTask.(II)Ljava/lang/Object;,28
KenyStev,-,Picture,get.(II)Ljava/awt/Color;,32
Mandrivia,main,ProblemData,isTarget.(II)Z,29
mirabon,com.artech.prototype2.tsaplin.statistics.ngrams,AbstractSingleWord,getNthWord.(I)Ljava/lang/Object;,28
zhangruoxu,VC.CodeGen,Emitter,emitFLOAD.(I)V,28
parthtejani,com.parthtejani.listminer,ListMiner,factorize.(I)Ljava/lang/Object;,30
jfedor2,org.jfedor.nxtremotecontrol,SquareImageButton,onMeasure.(II)V,30
PrudhviRaju123,akron.zippy.app,HomeScreen21,displayView.(I)V,29
WyattPearson,-,ReversiGame,flip.(II)V,29
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingFragmentActivity,setContentView.(I)V,27
igorgatis,com.googlecode.compress_j2me.lzc,LZCOutputStream,writeCode.(II)V,29
lerichard95,-,RandTreeGenInt,randTreeN.(III)Ljava/lang/Object;,29
NanodegreeStudent,com.danilaeremin.nicecoffee.Fragments,NavigationDrawerFragment,selectItem.(I)V,28
ahielg,hebrewDate,CalendarUtils,gimatria.(I)Ljava/lang/Object;,30
TBtomislav,jxl.biff,Type,getType.(I)Ljxl/biff/Type;,72
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,eliminarOrden.(I)Z,31
immlf,ua.pp.lab101.synthesizercontrol.adregisters,ADRegister,setStateByMask.(I)V,38
divinebooger,-,StdDrawPlus,setCanvasSize.(II)V,92
DunnR,-,BinaryTree,add.(I)V,28
Mandrivia,main,ProblemData,setnX.(I)V,27
BoBinLee,com.skhu.service,DocumentService,getCalendarMenu.(II)Ljava/lang/Object;,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitesTableModel,getColumnName.(I)Ljava/lang/Object;,27
TBtomislav,jxl.biff,FormattingRecords,isDate.(I)Z,29
RedingG,com.reding.qrcard,WelcomeActivity,setCurView.(I)V,28
daniellebryant,edu.augustana.csc490.individualgame,GamePiece,setOwner.(I)V,28
alexditu,ro.pub.cs.systems.pdsd.lab05.sample10listactivity.controller,CartoonAdapter,getItemId.(I)J,26
Jumping-alien-W-and-M,jumpingalien.model,World,getProperXWindow.(I)I,27
compgen-io,io.compgen.common.io,PeekableInputStream,peek.(I)[B,40
spiritistz,com.wordpress.hifilmtheapp,MainActivity,getOutputMediaFileUri.(I)Ljava/lang/Object;,26
niosus,com.learnit.learnit.fragments.learn_fragments,AbstractLearnFragment,onAnimationStarted.(II)V,26
srivathsarao,com.vertexnet.realestate.model.tablemodel,InstallmentsTableModel,getColumnClass.(I)Ljava/lang/Object;,26
sheryanresutov,GameBackEnd,GameLobby,joinGame.(II)V,26
luizrogeriocn,-,ListaDeCantinas,retirarEstoque.(II)V,29
igorgatis,com.googlecode.compress_j2me.lzc,LZCOutputStream,writeBuffer.(I)V,30
voodoodyne,org.subethamail.smtp.server,SMTPServer,setMaxRecipients.(I)V,27
DHIS2,org.dhis2.mobile.utils.date.expiryday,SixMonthlyAprilExpiryDayValidator,monthOfYear.(I)I,29
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,damageDropped.(I)I,27
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,getTexture.(II)Ljava/lang/Object;,27
MikeLydeamore,powercrystals.core.gui.controls,ListBox,drawForeground.(II)V,28
cyanskies,au.edu.deakin.ice.meltdown,SoundManager,load.(I)I,28
igorgatis,com.googlecode.compress_j2me.lzc,LZCOutputStream,compress.(I)V,27
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,getOrdenProductoById.(I)Ljava/lang/Object;,28
lluidesia,com.stfalcon.lostandfound.tabs,SlidingTabLayout,setCustomTabView.(II)V,28
igrief15,-,Position,unoccupy.(I)V,29
lorinczpatrik,tema2_TP,Simulator,setVal.(I)V,26
neureal,org.noo4j.daemon,BtcDaemon,startListening.(III)V,35
alexditu,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItemViewType.(I)I,28
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample10listactivity.controller,CartoonAdapter,getItemId.(I)J,26
formychar,com.example.shahab123.seng301,page2,calculateTime.(I)V,28
Mandrivia,main,ProblemData,setTargetCovered.(II)V,26
immlf,ua.pp.lab101.synthesizercontrol.adregisters,ADRegister,clearBitByPosition.(I)V,29
Jumping-alien-W-and-M,jumpingalien.model,World,getProperYWindow.(I)I,29
martincameron,ibxm,Data,uleShort.(I)I,30
sheryanresutov,GameBackEnd,Game,addPlayerToSB.(I)Ljava/lang/Object;,29
igorgatis,com.googlecode.compress_j2me.lzc,LZCStream,writeCode.(II)V,29
WyattPearson,-,Board,occupy.(II)V,27
clrung,-,Heap,parent.(I)I,28
AdaptiveSystem,com.movie.worth.dao,Ratings,getRatingCountOfOneUser.(I)I,29
